Title,Authors,Category,Link
Wavelet Predictive Representations for Non-Stationary Reinforcement Learning,Min Wang; Xin Li; Ye He; Yao-Hui Li; Hasnaa Bennis; Riashat Islam; Mingzhong Wang,N/A,https://arxiv.org/abs/2510.04507
Causality-aware Graph Aggregation Weight Estimator for Popularity Debiasing in Top-K Recommendation,Yue Que; Yingyi Zhang; Xiangyu Zhao; Chen Ma,cs.IR,https://arxiv.org/abs/2510.04502
Expand Neurons; Not Parameters,Linghao Kong; Inimai Subramanian; Yonadav Shavit; Micah Adler; Dan Alistarh; Nir Shavit,N/A,https://arxiv.org/abs/2510.04500
Deep vs. Shallow: Benchmarking Physics-Informed Neural Architectures on the Biharmonic Equation,Akshay Govind Srinivasan; Vikas Dwivedi; Balaji Srinivasan,cs.CE,https://arxiv.org/abs/2510.04490
Forking-Sequences,Willa Potosnak; Malcolm Wolff; Boris Oreshkin; Mengfei Cao; Michael W. Mahoney; Dmitry Efimov; Kin G. Olivares,N/A,https://arxiv.org/abs/2510.04487
Identifying non-equilibrium fluctuations in Intracellular Motion Using Recurrent Neural Networks,Tomas Basile; Natascha Leijnse; Malte Slot Lauridsen; Younes Farhangi Barooji; Amin Doostmohammadi; Karel Proesmans,cond-mat.stat-mech,https://arxiv.org/abs/2510.04485
MedCLM: Learning to Localize and Reason via a CoT-Curriculum in Medical Vision-Language Models,Soo Yong Kim; Suin Cho; Vincent-Daniel Yun; Gyeongyeon Hwang,cs.CV,https://arxiv.org/abs/2510.04477
DRPO: Efficient Reasoning via Decoupled Reward Policy Optimization,Gang Li; Yan Chen; Ming Lin; Tianbao Yang,cs.AI,https://arxiv.org/abs/2510.04474
SPEGNet: Synergistic Perception-Guided Network for Camouflaged Object Detection,Baber Jan; Saeed Anwar; Aiman H. El-Maleh; Abdul Jabbar Siddiqui; Abdul Bais,cs.CV,https://arxiv.org/abs/2510.04472
A Diffusion-based Generative Machine Learning Paradigm for Contingency Screening,Quan Tran; Suresh S. Muknahallipatna; Dongliang Duan; Nga Nguyen,eess.SY,https://arxiv.org/abs/2510.04470
Benchmarking atmospheric circulation variability in an AI emulator; ACE2; and a hybrid model; NeuralGCM,Ian Baxter; Hamid Pahlavan; Pedram Hassanzadeh; Katharine Rucker; Tiffany Shaw,physics.ao-ph,https://arxiv.org/abs/2510.04466
Perspectives on Stochastic Localization,Bobby Shi; Kevin Tian; Matthew S. Zhang,math.PR,https://arxiv.org/abs/2510.04460
Two new approaches to multiple canonical correlation analysis for repeated measures data,Tomasz Górecki; Mirosław Krzyśko; Felix Gnettner; Piotr Kokoszka,stat.ME,https://arxiv.org/abs/2510.04457
Inverse Mixed-Integer Programming: Learning Constraints then Objective Functions,Akira Kitaoka,math.OC,https://arxiv.org/abs/2510.04455
Zeroth-Order Methods for Stochastic Nonconvex Nonsmooth Composite Optimization,Ziyi Chen; Peiran Yu; Heng Huang,math.OC,https://arxiv.org/abs/2510.04446
Domain Generalization: A Tale of Two ERMs,Yilun Zhu; Naihao Deng; Naichen Shi; Aditya Gangrade; Clayton Scott,N/A,https://arxiv.org/abs/2510.04441
Fractional Heat Kernel for Semi-Supervised Graph Learning with Small Training Sample Size,Farid Bozorgnia; Vyacheslav Kungurtsev; Shirali Kadyrov; Mohsen Yousefnezhad,N/A,https://arxiv.org/abs/2510.04440
spd-metrics-id: A Python Package for SPD-Aware Distance Metrics in Connectome Fingerprinting and Beyond,Kaosar Uddin,stat.CO,https://arxiv.org/abs/2510.04438
Trade-off in Estimating the Number of Byzantine Clients in Federated Learning,Ziyi Chen; Su Zhang; Heng Huang,N/A,https://arxiv.org/abs/2510.04432
Achieve Performatively Optimal Policy for Performative Reinforcement Learning,Ziyi Chen; Heng Huang,N/A,https://arxiv.org/abs/2510.04430
Divergence Phase Index: A Riesz-Transform Framework for Multidimensional Phase Difference Analysis,Magaly Catanzariti; Hugo Aimar; Diego M. Mateos,N/A,https://arxiv.org/abs/2510.04426
Learning Survival Models with Right-Censored Reporting Delays,Yuta Shikuri; Hironori Fujisawa,N/A,https://arxiv.org/abs/2510.04421
Partial Information Decomposition via Normalizing Flows in Latent Gaussian Distributions,Wenyuan Zhao; Adithya Balachandran; Chao Tian; Paul Pu Liang,N/A,https://arxiv.org/abs/2510.04417
Scale-Invariant Regret Matching and Online Learning with Optimal Convergence: Bridging Theory and Practice in Zero-Sum Games,Brian Hu Zhang; Ioannis Anagnostides; Tuomas Sandholm,cs.GT,https://arxiv.org/abs/2510.04407
Modular and Adaptive Conformal Prediction for Sequential Models via Residual Decomposition,William Zhang; Saurabh Amin; Georgia Perakis,N/A,https://arxiv.org/abs/2510.04406
Next-Generation Event-Driven Architectures: Performance; Scalability; and Intelligent Orchestration Across Messaging Frameworks,Jahidul Arafat; Fariha Tasmin; Sanjaya Poudel; Ahsan Habib Tareq,cs.DC,https://arxiv.org/abs/2510.04404
Utility-Learning Tension in Self-Modifying Agents,Charles L. Wang; Keir Dorchen; Peter Jin,cs.AI,https://arxiv.org/abs/2510.04399
SECA: Semantically Equivalent and Coherent Attacks for Eliciting LLM Hallucinations,Buyun Liang; Liangzu Peng; Jinqi Luo; Darshan Thaker; Kwan Ho Ryan Chan; René Vidal,cs.CL,https://arxiv.org/abs/2510.04398
MulVuln: Enhancing Pre-trained LMs with Shared and Language-Specific Knowledge for Multilingual Vulnerability Detection,Van Nguyen; Surya Nepal; Xingliang Yuan; Tingmin Wu; Fengchao Chen; Carsten Rudolph,cs.CR,https://arxiv.org/abs/2510.04397
Time Is Effort: Estimating Human Post-Editing Time for Grammar Error Correction Tool Evaluation,Ankit Vadehra; Bill Johnson; Gene Saunders; Pascal Poupart,cs.CL,https://arxiv.org/abs/2510.04394
Improving Consistency in Retrieval-Augmented Systems with Group Similarity Rewards,Faisal Hamman; Chenyang Zhu; Anoop Kumar; Xujun Peng; Sanghamitra Dutta; Daben Liu; Alfy Samuel,cs.CL,https://arxiv.org/abs/2510.04392
SSM-CGM: Interpretable State-Space Forecasting Model of Continuous Glucose Monitoring for Personalized Diabetes Management,Shakson Isaac; Yentl Collin; Chirag Patel,N/A,https://arxiv.org/abs/2510.04386
Score-based Greedy Search for Structure Identification of Partially Observed Linear Causal Models,Xinshuai Dong; Ignavier Ng; Haoyue Dai; Jiaqi Sun; Xiangchen Song; Peter Spirtes; Kun Zhang,N/A,https://arxiv.org/abs/2510.04378
TCR-EML: Explainable Model Layers for TCR-pMHC Prediction,Jiarui Li; Zixiang Yin; Zhengming Ding; Samuel J. Landry; Ramgopal R. Mettu,q-bio.QM,https://arxiv.org/abs/2510.04377
Categorical Invariants of Learning Dynamics,Abdulrahman Tamim,N/A,https://arxiv.org/abs/2510.04376
Adaptive Weighted Loss for Sequential Recommendations on Sparse Domains,Akshay Mittal; Vinay Venkatesh; Krishna Kandi; Shalini Sudarshan,N/A,https://arxiv.org/abs/2510.04375
GDPval: Evaluating AI Model Performance on Real-World Economically Valuable Tasks,Tejal Patwardhan; Rachel Dias; Elizabeth Proehl; Grace Kim; Michele Wang; Olivia Watkins; Simón Posada Fishman; Marwan Aljubeh; Phoebe Thacker; Laurance Fauconnet; Natalie S. Kim; Patrick Chao; Samuel Miserendino; Gildas Chabot; David Li; Michael Sharman; Alexandra Barr; Amelia Glaese; Jerry Tworek,N/A,https://arxiv.org/abs/2510.04374
Quantifying Ambiguity in Categorical Annotations: A Measure and Statistical Inference Framework,Christopher Klugmann; Daniel Kondermann,N/A,https://arxiv.org/abs/2510.04366
Score-based generative emulation of impact-relevant Earth system model outputs,Shahine Bouabid; Andre Nogueira Souza; Raffaele Ferrari,physics.ao-ph,https://arxiv.org/abs/2510.04358
From News to Returns: A Granger-Causal Hypergraph Transformer on the Sphere,Anoushka Harit; Zhongtian Sun; Jongmin Yu,N/A,https://arxiv.org/abs/2510.04357
Quantizer Design for Finite Model Approximations; Model Learning; and Quantized Q-Learning for MDPs with Unbounded Spaces,Osman Bicer; Ali D. Kara; Serdar Yuksel,math.OC,https://arxiv.org/abs/2510.04355
Challenge on Optimization of Context Collection for Code Completion,Dmitry Ustalov; Egor Bogomolov; Alexander Bezzubov; Yaroslav Golubev; Evgeniy Glukhov; Georgii Levtsov; Vladimir Kovalenko,cs.SE,https://arxiv.org/abs/2510.04349
Unmasking Backdoors: An Explainable Defense via Gradient-Attention Anomaly Scoring for Pre-trained Language Models,Anindya Sundar Das; Kangjie Chen; Monowar Bhuyan,cs.CL,https://arxiv.org/abs/2510.04347
Environment-Aware Indoor LoRaWAN Path Loss: Parametric Regression Comparisons; Shadow Fading; and Calibrated Fade Margins,Nahshon Mokua Obiri; Kristof Van Laerhoven,cs.NI,https://arxiv.org/abs/2510.04346
Learning to Predict Chaos: Curriculum-Driven Training for Robust Forecasting of Chaotic Dynamics,Harshil Vejendla,N/A,https://arxiv.org/abs/2510.04342
Critical appraisal of artificial intelligence for rare-event recognition: principles and pharmacovigilance case studies,G. Niklas Noren; Eva-Lisa Meldau; Johan Ellenius,N/A,https://arxiv.org/abs/2510.04341
Pitch-Conditioned Instrument Sound Synthesis From an Interactive Timbre Latent Space,Christian Limberg; Fares Schulz; Zhe Zhang; Stefan Weinzierl,cs.SD,https://arxiv.org/abs/2510.04339
DoRAN: Stabilizing Weight-Decomposed Low-Rank Adaptation via Noise Injection and Auxiliary Networks,Nghiem T. Diep; Hien Dang; Tuan Truong; Tan Dinh; Huy Nguyen; Nhat Ho,N/A,https://arxiv.org/abs/2510.04331
Arithmetic-Mean $μ$P for Modern Architectures: A Unified Learning-Rate Scale for CNNs and ResNets,Haosong Zhang; Shenxi Wu; Yichi Zhang; Wei Lin,N/A,https://arxiv.org/abs/2510.04327
FoilDiff: A Hybrid Transformer Backbone for Diffusion-based Modelling of 2D Airfoil Flow Fields,Kenechukwu Ogbuagu; Sepehr Maleki; Giuseppe Bruni; Senthil Krishnababu,N/A,https://arxiv.org/abs/2510.04325
Towards Fast Option Pricing PDE Solvers Powered by PIELM,Akshay Govind Srinivasan; Anuj Jagannath Said; Sathwik Pentela; Vikas Dwivedi; Balaji Srinivasan,cs.CE,https://arxiv.org/abs/2510.04322
Optical Computing with Spectrally Multiplexed Features in Complex Media,Xue Dong; Kai Lion; Fei Xia; YoonSeok Baek; Ziao Wang; Niao He; Sylvain Gigan,physics.optics,https://arxiv.org/abs/2510.04321
Read the Scene; Not the Script: Outcome-Aware Safety for LLMs,Rui Wu; Yihao Quan; Zeru Shi; Zhenting Wang; Yanshu Li; Ruixiang Tang,cs.CL,https://arxiv.org/abs/2510.04320
Adaptive Coverage Policies in Conformal Prediction,Etienne Gauthier; Francis Bach; Michael I. Jordan,N/A,https://arxiv.org/abs/2510.04318
FairAgent: Democratizing Fairness-Aware Machine Learning with LLM-Powered Agents,Yucong Dai; Lu Zhang; Feng Luo; Mashrur Chowdhury; Yongkai Wu,N/A,https://arxiv.org/abs/2510.04317
Crash Severity Prediction Using Deep Learning Approaches: A Hybrid CNN-RNN Framework,Sahar Koohfar,N/A,https://arxiv.org/abs/2510.04316
On the Importance of Task Complexity in Evaluating LLM-Based Multi-Agent Systems,Bohan Tang; Huidong Liang; Keyue Jiang; Xiaowen Dong,cs.AI,https://arxiv.org/abs/2510.04311
Activation Steering with a Feedback Controller,Dung V. Nguyen; Hieu M. Vu; Nhi Y. Pham; Lei Zhang; Tan M. Nguyen,N/A,https://arxiv.org/abs/2510.04309
Mixing of a binary passive particle system using smart active particles,Thomas Jacob; Siddhant Mohapatra; Rajalingam A; Sam Mathew; Pallab Sinha Mahapatra,cond-mat.soft,https://arxiv.org/abs/2510.04305
Wave-PDE Nets: Trainable Wave-Equation Layers as an Alternative to Attention,Harshil Vejendla,N/A,https://arxiv.org/abs/2510.04304
HoRA: Cross-Head Low-Rank Adaptation with Joint Hypernetworks,Nghiem T. Diep; Dung Le; Tuan Truong; Tan Dinh; Huy Nguyen; Nhat Ho,N/A,https://arxiv.org/abs/2510.04295
PABSA: Hybrid Framework for Persian Aspect-Based Sentiment Analysis,Mehrzad Tareh; Aydin Mohandesi; Ebrahim Ansari,cs.CL,https://arxiv.org/abs/2510.04291
SliceMoE: Routing Embedding Slices Instead of Tokens for Fine-Grained and Balanced Transformer Scaling,Harshil Vejendla,cs.CL,https://arxiv.org/abs/2510.04286
Probing Geometry of Next Token Prediction Using Cumulant Expansion of the Softmax Entropy,Karthik Viswanathan; Sang Eon Park,cs.CL,https://arxiv.org/abs/2510.04285
A KL-regularization framework for learning to plan with adaptive priors,Álvaro Serra-Gomez; Daniel Jarne Ornia; Dhruva Tirumala; Thomas Moerland,N/A,https://arxiv.org/abs/2510.04280
Relative Information Gain and Gaussian Process Regression,Hamish Flynn,N/A,https://arxiv.org/abs/2510.04277
Scalable Causal Discovery from Recursive Nonlinear Data via Truncated Basis Function Scores and Tests,Joseph Ramsey; Bryan Andrews,N/A,https://arxiv.org/abs/2510.04276
Influence branching for learning to solve mixed-integer programs online,Paul Strang; Zacharie Alès; Côme Bissuel; Olivier Juan; Safia Kedad-Sidhoum; Emmanuel Rachelson,N/A,https://arxiv.org/abs/2510.04273
Closing the Loop: Coordinating Inventory and Recommendation via Deep Reinforcement Learning on Multiple Timescales,Jinyang Jiang; Jinhui Han; Yijie Peng; Ying Zhang,cs.AI,https://arxiv.org/abs/2510.04272
Don't Pass$\mathtt{@}k$: A Bayesian Framework for Large Language Model Evaluation,Mohsen Hariri; Amirhossein Samandar; Michael Hinczewski; Vipin Chaudhary,cs.AI,https://arxiv.org/abs/2510.04265
Efficient Latent Variable Causal Discovery: Combining Score Search and Targeted Testing,Joseph Ramsey; Bryan Andrews,N/A,https://arxiv.org/abs/2510.04263
Concept-Based Masking: A Patch-Agnostic Defense Against Adversarial Patch Attacks,Ayushi Mehrotra; Derek Peng; Dipkamal Bhusal; Nidhi Rastogi,cs.CV,https://arxiv.org/abs/2510.04245
Diffusion-Assisted Distillation for Self-Supervised Graph Representation Learning with MLPs,Seong Jin Ahn; Myoung-Ho Kim,N/A,https://arxiv.org/abs/2510.04241
Truncated Kernel Stochastic Gradient Descent with General Losses and Spherical Radial Basis Functions,Jinhui Bai; Andreas Christmann; Lei Shi,N/A,https://arxiv.org/abs/2510.04237
Physics-Inspired All-Pair Interaction Learning for 3D Dynamics Modeling,Kai Yang; Yuqi Huang; Junheng Tao; Wanyu Wang; Qitian Wu,N/A,https://arxiv.org/abs/2510.04233
Detection of retinal diseases using an accelerated reused convolutional network,Amin Ahmadi Kasani; Hedieh Sajedi,cs.CV,https://arxiv.org/abs/2510.04232
A Universal Deep Learning Force Field for Molecular Dynamic Simulation and Vibrational Spectra Prediction,Shengjiao Ji; Yujin Zhang; Zihan Zou; Bin Jiang; Jun Jiang; Yi Luo; Wei Hu,physics.chem-ph,https://arxiv.org/abs/2510.04227
Epistemic Diversity and Knowledge Collapse in Large Language Models,Dustin Wright; Sarah Masud; Jared Moore; Srishti Yadav; Maria Antoniak; Chan Young Park; Isabelle Augenstein,cs.CL,https://arxiv.org/abs/2510.04226
MASC: Boosting Autoregressive Image Generation with a Manifold-Aligned Semantic Clustering,Lixuan He; Shikang Zheng; Linfeng Zhang,cs.CV,https://arxiv.org/abs/2510.04220
MLLMEraser: Achieving Test-Time Unlearning in Multimodal Large Language Models through Activation Steering,Chenlu Ding; Jiancan Wu; Leheng Sheng; Fan Zhang; Yancheng Yuan; Xiang Wang; Xiangnan He,N/A,https://arxiv.org/abs/2510.04217
Why Low-Precision Transformer Training Fails: An Analysis on Flash Attention,Haiquan Qiu; Quanming Yao,N/A,https://arxiv.org/abs/2510.04212
PolyKAN: A Polyhedral Analysis Framework for Provable and Minimal KAN Compression,Di Zhang,N/A,https://arxiv.org/abs/2510.04205
CALM Before the STORM: Unlocking Native Reasoning for Optimization Modeling,Zhengyang Tang; Zihan Ye; Chenyu Huang; Xuhan Huang; Chengpeng Li; Sihang Li; Guanhua Chen; Ming Yan; Zizhuo Wang; Hongyuan Zha; Dayiheng Liu; Benyou Wang,cs.CL,https://arxiv.org/abs/2510.04204
Adaptive Federated Learning via Dynamical System Model,Aayushya Agarwal; Larry Pileggi; Gauri Joshi,N/A,https://arxiv.org/abs/2510.04203
Spectral Alignment as Predictor of Loss Explosion in Neural Network Training,Haiquan Qiu; You Wu; Yingjie Tan; Yaqing Wang; Quanming Yao,N/A,https://arxiv.org/abs/2510.04202
COSMO-RL: Towards Trustworthy LMRMs via Joint Safety and Stability,Yizhuo Ding; Mingkang Chen; Qiuhua Liu; Fenghua Weng; Wanying Qu; Yue Yang; Yugang Jiang; Zuxuan Wu; Yanwei Fu; Wenqi Shao,cs.AI,https://arxiv.org/abs/2510.04196
Finite Time Analysis of Constrained Natural Critic-Actor Algorithm with Improved Sample Complexity,Prashansa Panda; Shalabh Bhatnagar,N/A,https://arxiv.org/abs/2510.04189
Dynamic Adaptive Federated Learning for mmWave Sector Selection,Lucas Pacheco; Torsten Braun; Kaushik Chowdhury; Denis Rosário; Batool Salehi; Eduardo Cerqueira,cs.NI,https://arxiv.org/abs/2510.04183
From Segments to Concepts: Interpretable Image Classification via Concept-Guided Segmentation,Ran Eisenberg; Amit Rozner; Ethan Fetaya; Ofir Lindenbaum,cs.CV,https://arxiv.org/abs/2510.04180
Robust and efficient solvers for nonlinear partial differential equations based on random feature method,Longze Tan,math.NA,https://arxiv.org/abs/2510.04170
Learning to Capture Rocks using an Excavator: A Reinforcement Learning Approach with Guiding Reward Formulation,Amirmasoud Molaei; Reza Ghabcheloo,cs.RO,https://arxiv.org/abs/2510.04168
Drax: Speech Recognition with Discrete Flow Matching,Aviv Navon; Aviv Shamsian; Neta Glazer; Yael Segal-Feldman; Gill Hetz; Joseph Keshet; Ethan Fetaya,eess.AS,https://arxiv.org/abs/2510.04162
ObCLIP: Oblivious CLoud-Device Hybrid Image Generation with Privacy Preservation,Haoqi Wu; Wei Dai; Ming Xu; Li Wang; Qiang Yan,cs.CR,https://arxiv.org/abs/2510.04153
Beyond Next-Token Prediction: A Performance Characterization of Diffusion versus Autoregressive Language Models,Minseo Kim; Coleman Hooper; Aditya Tomar; Chenfeng Xu; Mehrdad Farajtabar; Michael W. Mahoney; Kurt Keutzer; Amir Gholami,N/A,https://arxiv.org/abs/2510.04146
Learning from All: Concept Alignment for Autonomous Distillation from Multiple Drifting MLLMs,Xiaoyu Yang; Jie Lu; En Yu,cs.CV,https://arxiv.org/abs/2510.04142
Fine Tuning Methods for Low-resource Languages,Tim Bakkenes; Daniel Wang; Anton Johansson,cs.CL,https://arxiv.org/abs/2510.04139
Efficient Manifold-Constrained Neural ODE for High-Dimensional Datasets,Muhao Guo; Haoran Li; Yang Weng,N/A,https://arxiv.org/abs/2510.04138
PhaseFormer: From Patches to Phases for Efficient and Effective Time Series Forecasting,Yiming Niu; Jinliang Deng; Yongxin Tong,N/A,https://arxiv.org/abs/2510.04134
Modeling Time Series Dynamics with Fourier Ordinary Differential Equations,Muhao Guo; Yang Weng,N/A,https://arxiv.org/abs/2510.04133
On the Limitations and Capabilities of Position Embeddings for Length Generalization,Yang Chen; Yitao Liang; Zhouchen Lin,N/A,https://arxiv.org/abs/2510.04130
Learning-Based Hashing for ANN Search: Foundations and Early Advances,Sean Moran,cs.IR,https://arxiv.org/abs/2510.04127
Attending on Multilevel Structure of Proteins enables Accurate Prediction of Cold-Start Drug-Target Interactions,Ziying Zhang; Yaqing Wang; Yuxuan Sun; Min Ye; Quanming Yao,N/A,https://arxiv.org/abs/2510.04126
Searching Meta Reasoning Skeleton to Guide LLM Reasoning,Ziying Zhang; Yaqing Wang; Quanming Yao,cs.AI,https://arxiv.org/abs/2510.04116
On the Statistical Query Complexity of Learning Semiautomata: a Random Walk Approach,George Giapitzakis; Kimon Fountoulakis; Eshaan Nichani; Jason D. Lee,N/A,https://arxiv.org/abs/2510.04115
Wasserstein projection distance for fairness testing of regression models,Wanxin Li; Yongjin P. Park; Khanh Dao Duc,N/A,https://arxiv.org/abs/2510.04114
Can Linear Probes Measure LLM Uncertainty?,Ramzi Dakhmouche; Adrien Letellier; Hossein Gorji,N/A,https://arxiv.org/abs/2510.04108
